country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Japan,1987,female,15-24 years,569,8757000,6.5,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1987,male,5-14 years,52,8959000,0.58,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1987,female,5-14 years,17,8523000,0.2,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1988,male,75+ years,1490,2064000,72.19,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,female,75+ years,1865,3398000,54.89,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,male,55-74 years,3851,10062000,38.27,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,male,35-54 years,6087,18287000,33.29,Japan1988,,"3,071,683,013,179",26687,Silent
Japan,1988,female,55-74 years,2853,11962000,23.85,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,male,25-34 years,1736,7938000,21.87,Japan1988,,"3,071,683,013,179",26687,Boomers
Japan,1988,female,35-54 years,2438,18354000,13.28,Japan1988,,"3,071,683,013,179",26687,Silent
Japan,1988,male,15-24 years,973,9391000,10.36,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1988,female,25-34 years,721,7769000,9.28,Japan1988,,"3,071,683,013,179",26687,Boomers
Japan,1988,female,15-24 years,583,8959000,6.51,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1988,male,5-14 years,49,8669000,0.57,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1988,female,5-14 years,30,8248000,0.36,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1989,male,75+ years,1463,2153000,67.95,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,female,75+ years,1844,3577000,51.55,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,male,55-74 years,3676,10384000,35.4,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,male,35-54 years,5161,18310000,28.19,Japan1989,,"3,054,914,166,263",26389,Silent
Japan,1989,female,55-74 years,2786,12244000,22.75,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,male,25-34 years,1582,7931000,19.95,Japan1989,,"3,054,914,166,263",26389,Boomers
Japan,1989,female,35-54 years,2306,18362000,12.56,Japan1989,,"3,054,914,166,263",26389,Silent
Japan,1989,male,15-24 years,928,9573000,9.69,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1989,female,25-34 years,725,7749000,9.36,Japan1989,,"3,054,914,166,263",26389,Boomers
Japan,1989,female,15-24 years,479,9119000,5.25,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1989,male,5-14 years,36,8384000,0.43,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1989,female,5-14 years,27,7980000,0.34,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1991,male,75+ years,1354,2311000,58.59,Japan1991,0.821,"3,584,420,077,101",30688,G.I. Generation
Japan,1991,female,75+ years,1687,3912000,43.12,Japan1991,0.821,"3,584,420,077,101",30688,G.I. Generation
Japan,1991,male,55-74 years,3779,11126000,33.97,Japan1991,0.821,"3,584,420,077,101",30688,Silent
Japan,1991,male,35-54 years,4935,18230000,27.07,Japan1991,0.821,"3,584,420,077,101",30688,Boomers
Japan,1991,female,55-74 years,2561,12912000,19.83,Japan1991,0.821,"3,584,420,077,101",30688,Silent
Japan,1991,male,25-34 years,1419,7830000,18.12,Japan1991,0.821,"3,584,420,077,101",30688,Boomers
Japan,1991,female,35-54 years,2039,18245000,11.18,Japan1991,0.821,"3,584,420,077,101",30688,Boomers
Japan,1991,male,15-24 years,891,9770000,9.12,Japan1991,0.821,"3,584,420,077,101",30688,Generation X
Japan,1991,female,25-34 years,637,7665000,8.31,Japan1991,0.821,"3,584,420,077,101",30688,Boomers
Japan,1991,female,15-24 years,442,9337000,4.73,Japan1991,0.821,"3,584,420,077,101",30688,Generation X
Japan,1991,male,5-14 years,22,7928000,0.28,Japan1991,0.821,"3,584,420,077,101",30688,Millenials
Japan,1991,female,5-14 years,14,7536000,0.19,Japan1991,0.821,"3,584,420,077,101",30688,Millenials
Japan,1992,male,75+ years,1423,2375000,59.92,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,G.I. Generation
Japan,1992,female,75+ years,1702,4072000,41.8,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,G.I. Generation
Japan,1992,male,55-74 years,4155,11475000,36.21,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Silent
Japan,1992,male,35-54 years,5269,18135000,29.05,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Boomers
Japan,1992,female,55-74 years,2555,13232000,19.31,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Silent
Japan,1992,male,25-34 years,1501,7985000,18.8,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Boomers
Japan,1992,female,35-54 years,1998,18131000,11.02,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Boomers
Japan,1992,male,15-24 years,996,9743000,10.22,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Generation X
Japan,1992,female,25-34 years,633,7810000,8.1,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Boomers
Japan,1992,female,15-24 years,440,9292000,4.74,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Generation X
Japan,1992,male,5-14 years,52,7720000,0.67,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Millenials
Japan,1992,female,5-14 years,32,7341000,0.44,Japan1992,0.8240000000000001,"3,908,809,463,464",33320,Millenials
Japan,1993,male,75+ years,1258,2430000,51.77,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,G.I. Generation
Japan,1993,female,75+ years,1566,4227000,37.05,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,G.I. Generation
Japan,1993,male,55-74 years,4185,11787000,35.51,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Silent
Japan,1993,male,35-54 years,5472,18083000,30.26,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Boomers
Japan,1993,male,25-34 years,1473,8120000,18.14,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Boomers
Japan,1993,female,55-74 years,2418,13512000,17.9,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Silent
Japan,1993,female,35-54 years,1955,18064000,10.82,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Boomers
Japan,1993,male,15-24 years,974,9691000,10.05,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Generation X
Japan,1993,female,25-34 years,598,7933000,7.54,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Boomers
Japan,1993,female,15-24 years,404,9233000,4.38,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Generation X
Japan,1993,male,5-14 years,32,7513000,0.43,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Millenials
Japan,1993,female,5-14 years,18,7142000,0.25,Japan1993,0.8290000000000001,"4,454,143,876,947",37832,Millenials
Japan,1994,male,75+ years,1364,2476000,55.09,Japan1994,0.835,"4,907,039,384,470",41563,G.I. Generation
Japan,1994,male,55-74 years,4256,12046000,35.33,Japan1994,0.835,"4,907,039,384,470",41563,Silent
Japan,1994,female,75+ years,1538,4368000,35.21,Japan1994,0.835,"4,907,039,384,470",41563,G.I. Generation
Japan,1994,male,35-54 years,5439,18084000,30.08,Japan1994,0.835,"4,907,039,384,470",41563,Boomers
Japan,1994,male,25-34 years,1631,8250000,19.77,Japan1994,0.835,"4,907,039,384,470",41563,Boomers
Japan,1994,female,55-74 years,2314,13742000,16.84,Japan1994,0.835,"4,907,039,384,470",41563,Silent
Japan,1994,male,15-24 years,1147,9582000,11.97,Japan1994,0.835,"4,907,039,384,470",41563,Generation X
Japan,1994,female,35-54 years,1846,18077000,10.21,Japan1994,0.835,"4,907,039,384,470",41563,Boomers
Japan,1994,female,25-34 years,670,8050000,8.32,Japan1994,0.835,"4,907,039,384,470",41563,Boomers
Japan,1994,female,15-24 years,463,9111000,5.08,Japan1994,0.835,"4,907,039,384,470",41563,Generation X
Japan,1994,male,5-14 years,55,7318000,0.75,Japan1994,0.835,"4,907,039,384,470",41563,Millenials
Japan,1994,female,5-14 years,21,6960000,0.3,Japan1994,0.835,"4,907,039,384,470",41563,Millenials
Japan,1996,male,75+ years,1339,2633000,50.85,Japan1996,0.845,"4,833,712,542,207",40693,G.I. Generation
Japan,1996,male,55-74 years,4870,12820000,37.99,Japan1996,0.845,"4,833,712,542,207",40693,Silent
Japan,1996,female,75+ years,1614,4812000,33.54,Japan1996,0.845,"4,833,712,542,207",40693,G.I. Generation
Japan,1996,male,35-54 years,5725,17896000,31.99,Japan1996,0.845,"4,833,712,542,207",40693,Boomers
Japan,1996,male,25-34 years,1690,8610000,19.63,Japan1996,0.845,"4,833,712,542,207",40693,Generation X
Japan,1996,female,55-74 years,2513,14347000,17.52,Japan1996,0.845,"4,833,712,542,207",40693,Silent
Japan,1996,male,15-24 years,1036,9147000,11.33,Japan1996,0.845,"4,833,712,542,207",40693,Generation X
Japan,1996,female,35-54 years,1944,17810000,10.92,Japan1996,0.845,"4,833,712,542,207",40693,Boomers
Japan,1996,female,25-34 years,698,8370000,8.34,Japan1996,0.845,"4,833,712,542,207",40693,Generation X
Japan,1996,female,15-24 years,474,8725000,5.43,Japan1996,0.845,"4,833,712,542,207",40693,Generation X
Japan,1996,male,5-14 years,41,6972000,0.59,Japan1996,0.845,"4,833,712,542,207",40693,Millenials
Japan,1996,female,5-14 years,23,6643000,0.35,Japan1996,0.845,"4,833,712,542,207",40693,Millenials
Japan,1997,male,75+ years,1429,2717000,52.59,Japan1997,0.848,"4,414,732,843,544",37080,G.I. Generation
Japan,1997,male,55-74 years,5435,13212000,41.14,Japan1997,0.848,"4,414,732,843,544",37080,Silent
Japan,1997,male,35-54 years,5984,17698000,33.81,Japan1997,0.848,"4,414,732,843,544",37080,Boomers
Japan,1997,female,75+ years,1674,5041000,33.21,Japan1997,0.848,"4,414,732,843,544",37080,G.I. Generation
Japan,1997,male,25-34 years,1813,8830000,20.53,Japan1997,0.848,"4,414,732,843,544",37080,Generation X
Japan,1997,female,55-74 years,2570,14670000,17.52,Japan1997,0.848,"4,414,732,843,544",37080,Silent
Japan,1997,female,35-54 years,2045,17605000,11.62,Japan1997,0.848,"4,414,732,843,544",37080,Boomers
Japan,1997,male,15-24 years,1011,8911000,11.35,Japan1997,0.848,"4,414,732,843,544",37080,Generation X
Japan,1997,female,25-34 years,798,8575000,9.31,Japan1997,0.848,"4,414,732,843,544",37080,Generation X
Japan,1997,female,15-24 years,468,8489000,5.51,Japan1997,0.848,"4,414,732,843,544",37080,Generation X
Japan,1997,male,5-14 years,34,6818000,0.5,Japan1997,0.848,"4,414,732,843,544",37080,Millenials
Japan,1997,female,5-14 years,19,6494000,0.29,Japan1997,0.848,"4,414,732,843,544",37080,Millenials
Japan,1998,male,75+ years,1732,2823000,61.35,Japan1998,0.847,"4,032,509,760,873",33791,G.I. Generation
Japan,1998,male,55-74 years,7981,13546000,58.92,Japan1998,0.847,"4,032,509,760,873",33791,Silent
Japan,1998,male,35-54 years,8384,17557000,47.75,Japan1998,0.847,"4,032,509,760,873",33791,Boomers
Japan,1998,female,75+ years,2013,5285000,38.09,Japan1998,0.847,"4,032,509,760,873",33791,G.I. Generation
Japan,1998,male,25-34 years,2462,9051000,27.2,Japan1998,0.847,"4,032,509,760,873",33791,Generation X
Japan,1998,female,55-74 years,3292,14950000,22.02,Japan1998,0.847,"4,032,509,760,873",33791,Silent
Japan,1998,male,15-24 years,1453,8649000,16.8,Japan1998,0.847,"4,032,509,760,873",33791,Generation X
Japan,1998,female,35-54 years,2385,17467000,13.65,Japan1998,0.847,"4,032,509,760,873",33791,Boomers
Japan,1998,female,25-34 years,1050,8787000,11.95,Japan1998,0.847,"4,032,509,760,873",33791,Generation X
Japan,1998,female,15-24 years,612,8231000,7.44,Japan1998,0.847,"4,032,509,760,873",33791,Generation X
Japan,1998,male,5-14 years,66,6655000,0.99,Japan1998,0.847,"4,032,509,760,873",33791,Millenials
Japan,1998,female,5-14 years,28,6337000,0.44,Japan1998,0.847,"4,032,509,760,873",33791,Millenials
Japan,1999,male,75+ years,1794,2954000,60.73,Japan1999,0.85,"4,562,078,822,335",38164,G.I. Generation
Japan,1999,male,55-74 years,7971,13851000,57.55,Japan1999,0.85,"4,562,078,822,335",38164,Silent
Japan,1999,male,35-54 years,8340,17403000,47.92,Japan1999,0.85,"4,562,078,822,335",38164,Boomers
Japan,1999,female,75+ years,1881,5516000,34.1,Japan1999,0.85,"4,562,078,822,335",38164,G.I. Generation
Japan,1999,male,25-34 years,2595,9242000,28.08,Japan1999,0.85,"4,562,078,822,335",38164,Generation X
Japan,1999,female,55-74 years,3146,15244000,20.64,Japan1999,0.85,"4,562,078,822,335",38164,Silent
Japan,1999,male,15-24 years,1385,8383000,16.52,Japan1999,0.85,"4,562,078,822,335",38164,Generation X
Japan,1999,female,35-54 years,2313,17316000,13.36,Japan1999,0.85,"4,562,078,822,335",38164,Boomers
Japan,1999,female,25-34 years,1036,8959000,11.56,Japan1999,0.85,"4,562,078,822,335",38164,Generation X
Japan,1999,female,15-24 years,581,7974000,7.29,Japan1999,0.85,"4,562,078,822,335",38164,Generation X
Japan,1999,male,5-14 years,44,6505000,0.68,Japan1999,0.85,"4,562,078,822,335",38164,Millenials
Japan,1999,female,5-14 years,29,6193000,0.47,Japan1999,0.85,"4,562,078,822,335",38164,Millenials
Japan,2001,male,55-74 years,7690,14064000,54.68,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Silent
Japan,2001,male,75+ years,1692,3404000,49.71,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Silent
Japan,2001,male,35-54 years,7913,17516000,45.18,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Boomers
Japan,2001,female,75+ years,1689,6095000,27.71,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Silent
Japan,2001,male,25-34 years,2388,9466000,25.23,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Generation X
Japan,2001,female,55-74 years,2870,15379000,18.66,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Silent
Japan,2001,male,15-24 years,1146,7856000,14.59,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Millenials
Japan,2001,female,35-54 years,2148,17363000,12.37,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Boomers
Japan,2001,female,25-34 years,1013,9178000,11.04,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Generation X
Japan,2001,female,15-24 years,522,7460000,7.0,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Millenials
Japan,2001,male,5-14 years,39,6295000,0.62,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Millenials
Japan,2001,female,5-14 years,22,5990000,0.37,Japan2001,0.8590000000000001,"4,303,544,259,843",35843,Millenials
Japan,2002,male,55-74 years,7956,14446000,55.07,Japan2002,0.862,"4,115,116,279,070",34239,Silent
Japan,2002,male,35-54 years,8202,17249000,47.55,Japan2002,0.862,"4,115,116,279,070",34239,Boomers
Japan,2002,male,75+ years,1709,3621000,47.2,Japan2002,0.862,"4,115,116,279,070",34239,Silent
Japan,2002,female,75+ years,1664,6387000,26.05,Japan2002,0.862,"4,115,116,279,070",34239,Silent
Japan,2002,male,25-34 years,2444,9406000,25.98,Japan2002,0.862,"4,115,116,279,070",34239,Generation X
Japan,2002,female,55-74 years,2919,15754000,18.53,Japan2002,0.862,"4,115,116,279,070",34239,Silent
Japan,2002,male,15-24 years,1131,7671000,14.74,Japan2002,0.862,"4,115,116,279,070",34239,Millenials
Japan,2002,female,35-54 years,2187,17125000,12.77,Japan2002,0.862,"4,115,116,279,070",34239,Boomers
Japan,2002,female,25-34 years,1005,9124000,11.01,Japan2002,0.862,"4,115,116,279,070",34239,Generation X
Japan,2002,female,15-24 years,461,7274000,6.34,Japan2002,0.862,"4,115,116,279,070",34239,Millenials
Japan,2002,male,5-14 years,25,6215000,0.4,Japan2002,0.862,"4,115,116,279,070",34239,Millenials
Japan,2002,female,5-14 years,12,5917000,0.2,Japan2002,0.862,"4,115,116,279,070",34239,Millenials
Japan,2003,male,55-74 years,8409,14889000,56.48,Japan2003,0.865,"4,445,658,071,222",36926,Silent
Japan,2003,male,35-54 years,8948,16966000,52.74,Japan2003,0.865,"4,445,658,071,222",36926,Boomers
Japan,2003,male,75+ years,1733,3835000,45.19,Japan2003,0.865,"4,445,658,071,222",36926,Silent
Japan,2003,male,25-34 years,2910,9349000,31.13,Japan2003,0.865,"4,445,658,071,222",36926,Generation X
Japan,2003,female,75+ years,1643,6676000,24.61,Japan2003,0.865,"4,445,658,071,222",36926,Silent
Japan,2003,female,55-74 years,3100,16200000,19.14,Japan2003,0.865,"4,445,658,071,222",36926,Silent
Japan,2003,male,15-24 years,1158,7483000,15.48,Japan2003,0.865,"4,445,658,071,222",36926,Millenials
Japan,2003,female,35-54 years,2227,16840000,13.22,Japan2003,0.865,"4,445,658,071,222",36926,Boomers
Japan,2003,female,25-34 years,1132,9059000,12.5,Japan2003,0.865,"4,445,658,071,222",36926,Generation X
Japan,2003,female,15-24 years,556,7089000,7.84,Japan2003,0.865,"4,445,658,071,222",36926,Millenials
Japan,2003,female,5-14 years,33,5858000,0.56,Japan2003,0.865,"4,445,658,071,222",36926,Millenials
Japan,2003,male,5-14 years,32,6151000,0.52,Japan2003,0.865,"4,445,658,071,222",36926,Millenials
Japan,2004,male,55-74 years,7895,15316000,51.55,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Silent
Japan,2004,male,35-54 years,8056,16685000,48.28,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Boomers
Japan,2004,male,75+ years,1876,4056000,46.25,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Silent
Japan,2004,male,25-34 years,2677,9241000,28.97,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Generation X
Japan,2004,female,75+ years,1595,6977000,22.86,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Silent
Japan,2004,female,55-74 years,2941,16631000,17.68,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Silent
Japan,2004,male,15-24 years,1233,7289000,16.92,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Millenials
Japan,2004,female,35-54 years,2045,16564000,12.35,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Boomers
Japan,2004,female,25-34 years,1088,8932000,12.18,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Generation X
Japan,2004,female,15-24 years,579,6905000,8.39,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Millenials
Japan,2004,male,5-14 years,27,6097000,0.44,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Millenials
Japan,2004,female,5-14 years,22,5807000,0.38,Japan2004,0.8690000000000001,"4,815,148,854,362",39960,Millenials
Japan,2006,male,55-74 years,7921,16002000,49.5,Japan2006,0.877,"4,530,377,224,970",37534,Silent
Japan,2006,male,35-54 years,7436,16519000,45.01,Japan2006,0.877,"4,530,377,224,970",37534,Boomers
Japan,2006,male,75+ years,1945,4512000,43.11,Japan2006,0.877,"4,530,377,224,970",37534,Silent
Japan,2006,male,25-34 years,2667,8758000,30.45,Japan2006,0.877,"4,530,377,224,970",37534,Generation X
Japan,2006,female,75+ years,1639,7608000,21.54,Japan2006,0.877,"4,530,377,224,970",37534,Silent
Japan,2006,male,15-24 years,1257,6916000,18.18,Japan2006,0.877,"4,530,377,224,970",37534,Millenials
Japan,2006,female,55-74 years,2866,17213000,16.65,Japan2006,0.877,"4,530,377,224,970",37534,Silent
Japan,2006,female,35-54 years,2193,16320000,13.44,Japan2006,0.877,"4,530,377,224,970",37534,Boomers
Japan,2006,female,25-34 years,1133,8473000,13.37,Japan2006,0.877,"4,530,377,224,970",37534,Generation X
Japan,2006,female,15-24 years,635,6548000,9.7,Japan2006,0.877,"4,530,377,224,970",37534,Millenials
Japan,2006,male,5-14 years,57,6066000,0.94,Japan2006,0.877,"4,530,377,224,970",37534,Millenials
Japan,2006,female,5-14 years,20,5767000,0.35,Japan2006,0.877,"4,530,377,224,970",37534,Millenials
Japan,2007,male,55-74 years,8184,16130000,50.74,Japan2007,0.88,"4,515,264,514,431",37408,Silent
Japan,2007,male,75+ years,2205,4744000,46.48,Japan2007,0.88,"4,515,264,514,431",37408,Silent
Japan,2007,male,35-54 years,7599,16557000,45.9,Japan2007,0.88,"4,515,264,514,431",37408,Boomers
Japan,2007,male,25-34 years,2596,8501000,30.54,Japan2007,0.88,"4,515,264,514,431",37408,Generation X
Japan,2007,female,75+ years,1691,7913000,21.37,Japan2007,0.88,"4,515,264,514,431",37408,Silent
Japan,2007,male,15-24 years,1252,6795000,18.43,Japan2007,0.88,"4,515,264,514,431",37408,Millenials
Japan,2007,female,55-74 years,3108,17338000,17.93,Japan2007,0.88,"4,515,264,514,431",37408,Silent
Japan,2007,female,35-54 years,2303,16325000,14.11,Japan2007,0.88,"4,515,264,514,431",37408,Boomers
Japan,2007,female,25-34 years,1084,8212000,13.2,Japan2007,0.88,"4,515,264,514,431",37408,Generation X
Japan,2007,female,15-24 years,596,6430000,9.27,Japan2007,0.88,"4,515,264,514,431",37408,Millenials
Japan,2007,male,5-14 years,31,6027000,0.51,Japan2007,0.88,"4,515,264,514,431",37408,Generation Z
Japan,2007,female,5-14 years,16,5732000,0.28,Japan2007,0.88,"4,515,264,514,431",37408,Generation Z
Japan,2008,male,55-74 years,7894,16197000,48.74,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Silent
Japan,2008,male,35-54 years,7344,16657000,44.09,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Boomers
Japan,2008,male,75+ years,2132,4965000,42.94,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Silent
Japan,2008,male,25-34 years,2651,8234000,32.2,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Generation X
Japan,2008,female,75+ years,1673,8207000,20.39,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Silent
Japan,2008,male,15-24 years,1343,6650000,20.2,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Millenials
Japan,2008,female,55-74 years,2885,17395000,16.59,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Silent
Japan,2008,female,25-34 years,1203,7933000,15.16,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Generation X
Japan,2008,female,35-54 years,2237,16400000,13.64,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Boomers
Japan,2008,female,15-24 years,652,6293000,10.36,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Millenials
Japan,2008,male,5-14 years,41,5982000,0.69,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Generation Z
Japan,2008,female,5-14 years,18,5689000,0.32,Japan2008,0.8809999999999999,"5,037,908,465,114",41773,Generation Z
Japan,2009,male,55-74 years,7983,16224000,49.2,Japan2009,0.88,"5,231,382,674,594",43415,Silent
Japan,2009,male,35-54 years,7799,16796000,46.43,Japan2009,0.88,"5,231,382,674,594",43415,Boomers
Japan,2009,male,75+ years,2216,5174000,42.83,Japan2009,0.88,"5,231,382,674,594",43415,Silent
Japan,2009,male,25-34 years,2657,7987000,33.27,Japan2009,0.88,"5,231,382,674,594",43415,Generation X
Japan,2009,male,15-24 years,1326,6514000,20.36,Japan2009,0.88,"5,231,382,674,594",43415,Millenials
Japan,2009,female,75+ years,1649,8488000,19.43,Japan2009,0.88,"5,231,382,674,594",43415,Silent
Japan,2009,female,55-74 years,2820,17413000,16.19,Japan2009,0.88,"5,231,382,674,594",43415,Silent
Japan,2009,female,25-34 years,1085,7679000,14.13,Japan2009,0.88,"5,231,382,674,594",43415,Generation X
Japan,2009,female,35-54 years,2328,16517000,14.09,Japan2009,0.88,"5,231,382,674,594",43415,Boomers
Japan,2009,female,15-24 years,605,6163000,9.82,Japan2009,0.88,"5,231,382,674,594",43415,Millenials
Japan,2009,male,5-14 years,34,5914000,0.57,Japan2009,0.88,"5,231,382,674,594",43415,Generation Z
Japan,2009,female,5-14 years,21,5627000,0.37,Japan2009,0.88,"5,231,382,674,594",43415,Generation Z
Japan,2015,male,75+ years,2297,6289365,36.52,Japan2015,0.905,"4,394,977,752,878",36510,Silent
Japan,2015,male,55-74 years,5241,16239222,32.27,Japan2015,0.905,"4,394,977,752,878",36510,Boomers
Japan,2015,male,35-54 years,5507,17461022,31.54,Japan2015,0.905,"4,394,977,752,878",36510,Generation X
Japan,2015,male,25-34 years,1948,6862886,28.38,Japan2015,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,male,15-24 years,1091,6088330,17.92,Japan2015,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,female,75+ years,1509,9983066,15.12,Japan2015,0.905,"4,394,977,752,878",36510,Silent
Japan,2015,female,55-74 years,2292,17232482,13.3,Japan2015,0.905,"4,394,977,752,878",36510,Boomers
Japan,2015,female,35-54 years,2024,16991218,11.91,Japan2015,0.905,"4,394,977,752,878",36510,Generation X
Japan,2015,female,25-34 years,685,6614211,10.36,Japan2015,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,female,15-24 years,408,5772938,7.07,Japan2015,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,male,5-14 years,62,5553851,1.12,Japan2015,0.905,"4,394,977,752,878",36510,Generation Z
Japan,2015,female,5-14 years,28,5287719,0.53,Japan2015,0.905,"4,394,977,752,878",36510,Generation Z
